index	source	source_id	English_name	Chinese_name	clean_name	name2	note1	note2	group1	group2	stat_standard	stat_shape	stat_cook	stat_storage	stat_meat	stat_seasoning	edible	Energy_kcal	Energy_kJ	Water	Protein	Fat	Ash	Fiber	Carbohydrate	Sugar	Alcohol	Caffeine	saturated_fat_acid	monounsat_fat_acid	polyunsat_fat_acid	trans_fat_acid	Cholesterol	Phytosterol	Fructose	VA_RAE	VA_IU	Retinol	Carotene	Thiamin	Riboflavin	Niacin	Nicotincin	VB6	VB12	VC	VD	VE	Tocopherol.gama	VK	Folate	Choline	Ca	Fe	Mg	p	K	Na	Zn	Cu	Mn	Se	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Arginine	Histidine	F18D2	F18D3	F18D4	F20D4	F20D5	F22D5	F22D6	others	total_name	key_name_cn
USDASR_16370	USDASR	16370	Lentils, mature seeds, cooked, boiled, with salt	小扁豆，成熟的种子，煮熟，加盐煮沸	Lentils, mature seeds, cooked, boiled with salt		cooked, boiled, with salt	Lentils	Legumes and Legume Products				煮熟		NA	加盐	100	114	477	69.64	9.02	0.38	1.42	7.9	19.54	1.8	NA	NA	0.053	0.064	0.175	0	0	NA	NA	0	8	0	0.005	0.169	0.073	1.06	NA	0.178	0	1.5	0	0.11	NA	0.0017	0.181	32.7	19	3.33	36	180	369	238	1.27	0.251	0.494	0.0028	0.081	0.323	0.39	0.654	0.63	0.077	0.445	0.448	0.697	0.254	0.137	0.037	NA	NA	NA	NA	NA	name: Lentils, mature seeds, cooked, boiled, with salt; foodid: 16370; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0; Lutein.zeaxanthin: 0; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.638; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.181; Folate.DFE: 0.181; Betaine: NA; Cystine: 0.118; Tyrosine: 0.241; Alanine: 0.377; Aspartic.acid: 0.998; Glutamic.acid: 1.399; Glycine: 0.367; Proline: 0.377; Serine: 0.416; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: 0.001; X16.0: 0.045; X18.0: 0.005; X20.0: NA; X18.1.undifferentiated: 0.061; X22.0: NA; X14.1: NA; X16.1.undifferentiated: 0.001; X20.1: 0.002; X22.1.undifferentiated: NA; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LENTILS	小扁豆
USDASR_11926	USDASR	11926	Lentils, sprouted, cooked, stir-fried, with salt	小扁豆，发芽，煮熟，加盐炒	Lentils, sprouted, cooked, stir-fried with salt		cooked, stir-fried, with salt	Lentils	Vegetables and Vegetable Products			发芽	油炸		NA	加盐	100	101	423	68.7	8.8	0.45	0.8	NA	21.25	NA	NA	NA	0.053	0.095	0.201	0	0	NA	NA	0.002	41	0	NA	0.22	0.09	1.2	NA	0.164	0	12.6	0	NA	NA	NA	0.067	NA	14	3.1	35	153	284	246	1.6	0.337	0.502	6e-04	NA	0.322	0.32	0.617	0.698	0.103	0.434	0.391	0.6	0.252	0.166	0.035	NA	NA	NA	NA	NA	name: Lentils, sprouted, cooked, stir-fried, with salt; foodid: 11926; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: NA; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: NA; Lycopene: NA; Lutein.zeaxanthin: NA; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.571; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.067; Folate.DFE: 0.067; Betaine: NA; Cystine: 0.328; Tyrosine: 0.248; Alanine: 0.349; Aspartic.acid: 1.407; Glutamic.acid: 1.235; Glycine: 0.313; Proline: 0.349; Serine: 0.486; Hydroxyproline: NA; Vitamin.E.added: NA; Vitamin.B.12.added: NA; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: NA; X16.0: 0.047; X18.0: 0.005; X20.0: NA; X18.1.undifferentiated: 0.095; X22.0: NA; X14.1: NA; X16.1.undifferentiated: NA; X20.1: NA; X22.1.undifferentiated: NA; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LENTILS	小扁豆
USDASR_11249	USDASR	11249	Lentils, sprouted, cooked, stir-fried, without salt	小扁豆，发芽，煮熟，炒无盐	Lentils, sprouted, cooked, stir-fried without salt		cooked, stir-fried, without salt	Lentils	Vegetables and Vegetable Products			发芽	油炸		NA	不加盐	100	101	423	68.7	8.8	0.45	0.8	NA	21.25	NA	NA	NA	0.053	0.095	0.201	0	0	NA	NA	0.002	41	0	NA	0.22	0.09	1.2	NA	0.164	0	12.6	0	NA	NA	NA	0.067	NA	14	3.1	35	153	284	10	1.6	0.337	0.502	6e-04	NA	0.322	0.32	0.617	0.698	0.103	0.434	0.391	0.6	0.252	0.166	0.035	NA	NA	NA	NA	NA	name: Lentils, sprouted, cooked, stir-fried, without salt; foodid: 11249; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: NA; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: NA; Lycopene: NA; Lutein.zeaxanthin: NA; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.571; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.067; Folate.DFE: 0.067; Betaine: NA; Cystine: 0.328; Tyrosine: 0.248; Alanine: 0.349; Aspartic.acid: 1.407; Glutamic.acid: 1.235; Glycine: 0.313; Proline: 0.349; Serine: 0.486; Hydroxyproline: NA; Vitamin.E.added: NA; Vitamin.B.12.added: NA; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: NA; X16.0: 0.047; X18.0: 0.005; X20.0: NA; X18.1.undifferentiated: 0.095; X22.0: NA; X14.1: NA; X16.1.undifferentiated: NA; X20.1: NA; X22.1.undifferentiated: NA; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LENTILS	小扁豆
USDASR_11248	USDASR	11248	Lentils, sprouted, raw	扁豆,发芽,生	Lentils, sprouted, raw		raw	Lentils	Vegetables and Vegetable Products			发芽	生		NA		100	106	444	67.34	8.96	0.55	1	NA	22.14	NA	NA	NA	0.057	0.104	0.219	0	0	NA	NA	0.002	45	0	NA	0.228	0.128	1.128	NA	0.19	0	16.5	0	NA	NA	NA	0.1	NA	25	3.21	37	173	322	11	1.51	0.352	0.506	6e-04	NA	0.328	0.326	0.628	0.712	0.105	0.442	0.399	0.611	0.257	0.181	0.038	NA	NA	NA	NA	NA	name: Lentils, sprouted, raw; foodid: 11248; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: NA; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: NA; Lycopene: NA; Lutein.zeaxanthin: NA; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.578; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.1; Folate.DFE: 0.1; Betaine: NA; Cystine: 0.334; Tyrosine: 0.252; Alanine: 0.356; Aspartic.acid: 1.433; Glutamic.acid: 1.258; Glycine: 0.319; Proline: 0.356; Serine: 0.495; Hydroxyproline: NA; Vitamin.E.added: NA; Vitamin.B.12.added: NA; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: NA; X16.0: 0.052; X18.0: 0.006; X20.0: NA; X18.1.undifferentiated: 0.104; X22.0: NA; X14.1: NA; X16.1.undifferentiated: NA; X20.1: NA; X22.1.undifferentiated: NA; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LENTILS	小扁豆
MEXT_4073	MEXT	4073	Lentils, mature seeds, whole, raw	小扁豆，成熟的种子，完整的，生的	Lentils, mature seeds, whole, raw		mature seeds, whole	raw				完整	生		NA		100	352	1472	12	23.2	1.5	2.7	16.7	60.7	NA	NA	NA	0.17	0.3	0.48	NA	NA	NA	NA	NA	NA	NA	0.029	0.52	0.17	2.5	NA	0.55	0	NA	NA	0.8	5.2	0.017	0.077	NA	57	9	100	430	1000	NA	4.8	0.95	1.57	0.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	X.Item.No.: 4073; Food.and.Description: Lentils, mature seeds, whole, raw; X.Protein.calculated.as.the.sum.of.amino.acid.residues.: NA; X.Fatty.acid.triacyl.glycerol.equivalents.: 1; X.Carbohydrate.available.expressed.in.mono.saccharide.equivalents.: 45.2; X.Dietary.fiber.soluble.: 1; X.Dietary.fiber.insoluble.: 15.7; Iodine: 0; Chromium: 0.002; Molybdenum: 0.18; alpha.Carotene: 0; X.beta.Cryptoxanthin.: 0.002; X.beta.Caroteneequivalents.: 0.03; X.Retinol.activityequivalents.: 0.003; beta.Tocopherol: 0.1; delta.Tocopherol: NA; Pantothenic.acid: 1.58; Biotin: 0.0227; X.Ascorbic.acid.: 1; Salt.equivalents: 0; Nitrate.ion: NA; Theobromine: NA; Tannin: NA; Polyphenol: NA; Acetic.acid: NA; Cooking.oil: NA; X.Organic.acids.total.: NA	LENTILS	小扁豆
MEXT_4094	MEXT	4094	Lentils, mature seeds, whole, boiled	小扁豆，成熟的种子，全熟	Lentils, mature seeds, whole, boiled		mature seeds, whole	boiled				完整			NA		100	170	711	57.9	11.2	0.8	1.1	9.4	29.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014	0.2	0.06	0.7	NA	0.16	NA	NA	NA	0.4	2.6	0.009	0.022	NA	27	4.3	44	190	330	0	2.5	0.44	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	X.Item.No.: 4094; Food.and.Description: Lentils, mature seeds, whole, boiled; X.Protein.calculated.as.the.sum.of.amino.acid.residues.: NA; X.Fatty.acid.triacyl.glycerol.equivalents.: NA; X.Carbohydrate.available.expressed.in.mono.saccharide.equivalents.: NA; X.Dietary.fiber.soluble.: 0.9; X.Dietary.fiber.insoluble.: 8.5; Iodine: NA; Chromium: NA; Molybdenum: NA; alpha.Carotene: NA; X.beta.Cryptoxanthin.: 0.001; X.beta.Caroteneequivalents.: 0.015; X.Retinol.activityequivalents.: 0.001; beta.Tocopherol: 0.1; delta.Tocopherol: 0; Pantothenic.acid: 0.57; Biotin: NA; X.Ascorbic.acid.: 0; Salt.equivalents: 0; Nitrate.ion: NA; Theobromine: NA; Tannin: NA; Polyphenol: NA; Acetic.acid: NA; Cooking.oil: NA; X.Organic.acids.total.: NA	LENTILS	小扁豆
USDASR_12205	USDASR	12205	Seeds, lotus seeds, raw	莲子，莲子，生的	Seeds, lotus seeds, raw		raw	Seeds	Nut and Seed Products				生		NA		53	89	372	77	4.13	0.53	1.07	NA	17.28	NA	NA	NA	0.088	0.104	0.312	NA	0	NA	NA	0.001	13	0	NA	0.171	0.04	0.429	NA	0.168	0	0	0	NA	NA	NA	0.028	NA	44	0.95	56	168	367	1	0.28	0.094	0.621	NA	0.059	0.2	0.205	0.326	0.264	0.072	0.206	0.266	0.338	0.115	0.285	0.027	NA	NA	NA	NA	NA	name: Seeds, lotus seeds, raw; foodid: 12205; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: NA; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: NA; Lycopene: NA; Lutein.zeaxanthin: NA; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.228; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.028; Folate.DFE: 0.028; Betaine: NA; Cystine: 0.054; Tyrosine: 0.1; Alanine: 0.239; Aspartic.acid: 0.505; Glutamic.acid: 0.957; Glycine: 0.221; Proline: 0.344; Serine: 0.252; Hydroxyproline: NA; Vitamin.E.added: NA; Vitamin.B.12.added: NA; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: 0.001; X16.0: 0.077; X18.0: NA; X20.0: NA; X18.1.undifferentiated: 0.062; X22.0: NA; X14.1: NA; X16.1.undifferentiated: NA; X20.1: 0.012; X22.1.undifferentiated: 0.031; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LOTUS SEED	莲子
USDASR_12013	USDASR	12013	Seeds, lotus seeds, dried	莲子，莲子，干的	Seeds, lotus seeds, dried		dried	Seeds	Nut and Seed Products				干		NA		100	332	1389	14.16	15.41	1.97	3.99	NA	64.47	NA	NA	NA	0.33	0.388	1.166	NA	0	NA	NA	0.003	50	0	NA	0.64	0.15	1.6	NA	0.629	0	0	0	NA	NA	NA	0.104	NA	163	3.53	210	626	1368	5	1.05	0.35	2.318	NA	0.221	0.747	0.765	1.215	0.985	0.267	0.767	0.991	1.262	0.43	1.064	0.102	NA	NA	NA	NA	NA	name: Seeds, lotus seeds, dried; foodid: 12013; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: NA; Galactose: NA; Fluoride.F: NA; Carotene.alpha: NA; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: NA; Lycopene: NA; Lutein.zeaxanthin: NA; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.851; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.104; Folate.DFE: 0.104; Betaine: NA; Cystine: 0.201; Tyrosine: 0.375; Alanine: 0.892; Aspartic.acid: 1.884; Glutamic.acid: 3.57; Glycine: 0.826; Proline: 1.285; Serine: 0.939; Hydroxyproline: NA; Vitamin.E.added: NA; Vitamin.B.12.added: NA; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: NA; X14.0: 0.004; X16.0: 0.288; X18.0: NA; X20.0: NA; X18.1.undifferentiated: 0.23; X22.0: NA; X14.1: NA; X16.1.undifferentiated: NA; X20.1: 0.043; X22.1.undifferentiated: 0.115; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	LOTUS SEED	莲子
USDASR_15051	USDASR	15051	Fish, mackerel, spanish, raw	鱼，鲭鱼，西班牙，生的	Fish, mackerel, spanish, raw		spanish, raw	Fish	Finfish and Shellfish Products				生		NA		100	139	582	71.67	19.29	6.3	1.27	0	0	0	0	0	1.828	1.53	1.739	NA	76	NA	NA	0.039	130	0.039	0	0.13	0.17	2.3	NA	0.4	0.0024	1.6	292	0.69	NA	1e-04	0.001	50.5	11	0.44	33	205	446	59	0.49	0.055	0.014	0.0365	0.216	0.846	0.889	1.568	1.771	0.571	0.753	0.994	1.154	0.568	0.097	0.034	0	0.166	0.329	0.101	1.012	name: Fish, mackerel, spanish, raw; foodid: 15051; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: 0; Galactose: NA; Fluoride.F: NA; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: 0.0073; Vitamin.D.D2.D3.: 0.0073; Cryptoxanthin.beta: 0; Lycopene: 0; Lutein.zeaxanthin: 0; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.75; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.001; Folate.DFE: 0.001; Betaine: NA; Cystine: 0.207; Tyrosine: 0.651; Alanine: 1.167; Aspartic.acid: 1.975; Glutamic.acid: 2.879; Glycine: 0.926; Proline: 0.682; Serine: 0.787; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0; X14.0: 0.173; X16.0: 1.239; X18.0: 0.416; X20.0: NA; X18.1.undifferentiated: 1.117; X22.0: NA; X14.1: NA; X16.1.undifferentiated: 0.291; X20.1: 0.072; X22.1.undifferentiated: 0.05; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	MACKEREL	马鲛鱼
USDASR_15048	USDASR	15048	Fish, mackerel, jack, canned, drained solids	鱼，鲭鱼，千斤顶，罐装，排水固体	Fish, mackerel, jack, canned, drained solids		jack, canned, drained solids	Fish	Finfish and Shellfish Products				过滤	罐头	NA		100	156	653	69.17	23.19	6.3	1.73	0	0	0	0	0	1.857	2.225	1.651	NA	79	NA	NA	0.13	433	0.13	0	0.04	0.212	6.18	NA	0.21	0.00694	0.9	292	1.03	NA	1e-04	0.005	85	241	2.04	37	301	194	379	1.02	0.147	0.04	0.0377	0.26	1.017	1.069	1.885	2.13	0.686	0.905	1.195	1.388	0.683	0.099	0.043	0.106	0.069	0.434	0.104	0.796	name: Fish, mackerel, jack, canned, drained solids; foodid: 15048; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: 0; Galactose: NA; Fluoride.F: NA; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: 0.0073; Vitamin.D.D2.D3.: 0.0073; Cryptoxanthin.beta: 0; Lycopene: 0; Lutein.zeaxanthin: 0; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.305; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.005; Folate.DFE: 0.005; Betaine: NA; Cystine: 0.249; Tyrosine: 0.783; Alanine: 1.403; Aspartic.acid: 2.375; Glutamic.acid: 3.462; Glycine: 1.113; Proline: 0.82; Serine: 0.946; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0.007; X14.0: 0.289; X16.0: 1.185; X18.0: 0.376; X20.0: NA; X18.1.undifferentiated: 1.132; X22.0: NA; X14.1: NA; X16.1.undifferentiated: 0.4; X20.1: 0.278; X22.1.undifferentiated: 0.414; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	MACKEREL	马鲛鱼
